workload,rep,seed,patient_id,arrival_time,reg_arrival,reg_service_start,reg_service_end,doc_arrival,doc_service_start,doc_service_end,lab_arrival,lab_service_start,lab_service_end,phar_arrival,phar_service_start,phar_service_end,exit_time
demo,2,44,1106,225.97849984407094,225.97849984407094,225.97849984407094,226.19937425437058,226.19937425437058,226.19937425437058,226.2984179185546,,,,226.2984179185546,226.2984179185546,226.3590156682823,226.3590156682823
demo,2,44,1107,226.4041420018274,226.4041420018274,226.4041420018274,226.4395288296691,226.4395288296691,226.4395288296691,226.49186305119227,226.49186305119227,226.49186305119227,226.5149271487104,226.5149271487104,226.53467750219787,227.43194872817227,227.43194872817227
demo,2,44,1108,226.5638929158058,226.5638929158058,226.5638929158058,226.70004226308768,226.70004226308768,226.70004226308768,226.81386995733598,,,,226.81386995733598,226.81386995733598,227.0321722961433,227.0321722961433
demo,2,44,1109,226.7488398259763,226.7488398259763,226.7488398259763,226.87387681190356,226.87387681190356,226.87387681190356,226.91585513911673,,,,226.91585513911673,227.0321722961433,227.13870686286674,227.13870686286674
demo,2,44,1110,226.7982824378411,226.7982824378411,226.7982824378411,226.9358968403615,226.9358968403615,226.9358968403615,227.42882091557917,,,,227.42882091557917,227.43194872817227,227.97773955220208,227.97773955220208
demo,2,44,1111,226.89058254001435,226.89058254001435,226.89058254001435,226.95496710872453,226.95496710872453,226.95496710872453,227.29736681248826,227.29736681248826,227.29736681248826,227.93967205580384,227.93967205580384,228.18694755600177,228.39983637954833,228.39983637954833
demo,2,44,1112,227.043016936862,227.043016936862,227.043016936862,227.38497395214333,227.38497395214333,227.38497395214333,227.42965125892758,227.42965125892758,227.42965125892758,227.44879915949022,227.44879915949022,227.97773955220208,227.98023218123063,227.98023218123063
demo,2,44,1113,227.21588957722128,227.21588957722128,227.21588957722128,227.34757308200219,227.34757308200219,227.34757308200219,227.40906009071028,,,,227.40906009071028,227.40906009071028,228.31187656220888,228.31187656220888
demo,2,44,1114,227.52507813443933,227.52507813443933,227.52507813443933,227.6312577423634,227.6312577423634,227.6312577423634,227.85457107869766,,,,227.85457107869766,227.98023218123063,228.18694755600177,228.18694755600177
demo,2,44,1115,227.88407197553516,227.88407197553516,227.88407197553516,228.07100541004482,228.07100541004482,228.07100541004482,228.24605227951616,228.24605227951616,228.24605227951616,228.44138641824216,228.44138641824216,228.62460103741813,228.8688921478625,228.8688921478625
demo,2,44,1116,227.88513829787414,227.88513829787414,227.88513829787414,227.92753504869054,227.92753504869054,227.92753504869054,227.97078296112673,,,,227.97078296112673,228.31187656220888,228.62460103741813,228.62460103741813
demo,2,44,1117,227.89016848869656,227.89016848869656,227.89016848869656,228.00349732570453,228.00349732570453,228.00349732570453,228.10191742191176,,,,228.10191742191176,228.39983637954833,228.73919687458618,228.73919687458618
demo,2,44,1118,228.2669910132843,228.2669910132843,228.2669910132843,228.75471478140463,228.75471478140463,228.75471478140463,228.79235514156733,,,,228.79235514156733,228.82172651591358,228.8695427129443,228.8695427129443
demo,2,44,1119,228.3551014904256,228.3551014904256,228.3551014904256,228.385297874423,228.385297874423,228.385297874423,228.49459574596779,,,,228.49459574596779,228.73919687458618,228.82172651591358,228.82172651591358
