workload,rep,seed,patient_id,arrival_time,reg_arrival,reg_service_start,reg_service_end,doc_arrival,doc_service_start,doc_service_end,lab_arrival,lab_service_start,lab_service_end,phar_arrival,phar_service_start,phar_service_end,exit_time
demo,0,42,984,200.23831256062667,200.23831256062667,200.23831256062667,200.55984430484617,200.55984430484617,200.55984430484617,200.90519434933432,,,,200.90519434933432,200.90519434933432,201.05554613223842,201.05554613223842
demo,0,42,985,200.28050904004022,200.28050904004022,200.28050904004022,200.37320355710986,200.37320355710986,200.37320355710986,200.6720090586914,200.6720090586914,200.6720090586914,200.80095146485883,200.80095146485883,200.80095146485883,201.00939081457506,201.00939081457506
demo,0,42,986,200.54419212518388,200.54419212518388,200.54419212518388,200.80096160276264,200.80096160276264,200.80096160276264,200.9487348625587,200.9487348625587,200.9487348625587,201.0116349679141,201.0116349679141,201.0116349679141,201.01950798920188,201.01950798920188
demo,0,42,987,200.575124465114,200.575124465114,200.575124465114,200.7162779740536,200.7162779740536,200.7162779740536,200.83928141663574,200.83928141663574,200.83928141663574,201.10860350279663,201.10860350279663,201.10860350279663,201.23113241393563,201.23113241393563
demo,0,42,988,201.13132558359163,201.13132558359163,201.13132558359163,201.17815877391533,201.17815877391533,201.17815877391533,201.35050026633894,,,,201.35050026633894,201.35050026633894,201.38614505719562,201.38614505719562
demo,0,42,989,201.34649092811875,201.34649092811875,201.34649092811875,201.62485095960812,201.62485095960812,201.62485095960812,201.68101213287233,,,,201.68101213287233,201.68101213287233,201.69967342635724,201.69967342635724
demo,0,42,990,201.42132576088488,201.42132576088488,201.42132576088488,201.46937738009865,201.46937738009865,201.46937738009865,201.5857399132539,,,,201.5857399132539,201.5857399132539,201.64124872388018,201.64124872388018
demo,0,42,991,201.48609804931195,201.48609804931195,201.48609804931195,201.506313061687,201.506313061687,201.506313061687,201.57025410807685,,,,201.57025410807685,201.57025410807685,201.59569324079067,201.59569324079067
demo,0,42,992,201.51113153468512,201.51113153468512,201.51113153468512,201.6330520490097,201.6330520490097,201.6330520490097,201.71577334866254,201.71577334866254,201.71577334866254,201.77136711014583,201.77136711014583,201.77136711014583,201.922473918222,201.922473918222
demo,0,42,993,201.51420639441972,201.51420639441972,201.51420639441972,201.5431313019899,201.5431313019899,201.5431313019899,201.6293857977637,201.6293857977637,201.6293857977637,201.72438680799792,201.72438680799792,201.72438680799792,201.75725538384245,201.75725538384245
demo,0,42,994,201.6585406907635,201.6585406907635,201.6585406907635,201.67595908211297,201.67595908211297,201.67595908211297,201.8032125063854,,,,201.8032125063854,201.8032125063854,201.96286821565957,201.96286821565957
demo,0,42,995,201.77581137905787,201.77581137905787,201.77581137905787,202.00193048591152,202.00193048591152,202.00193048591152,202.25151450803816,,,,202.25151450803816,202.25151450803816,202.27506913137594,202.27506913137594
demo,0,42,996,201.95548004193034,201.95548004193034,201.95548004193034,202.1680659461054,202.1680659461054,202.1680659461054,202.4499727592124,,,,202.4499727592124,202.4499727592124,202.5513130812316,202.5513130812316
demo,0,42,997,202.0304014674441,202.0304014674441,202.0304014674441,202.12570958650082,202.12570958650082,202.12570958650082,202.85320917485743,,,,202.85320917485743,203.04782013281357,203.05294205711604,203.05294205711604
demo,0,42,998,202.25266212263537,202.25266212263537,202.25266212263537,202.56789327331734,202.56789327331734,202.56789327331734,202.79859863111633,,,,202.79859863111633,202.79859863111633,203.20530825482385,203.20530825482385
demo,0,42,999,202.58783217917468,202.58783217917468,202.58783217917468,202.66611093523733,202.66611093523733,202.66611093523733,202.71882442839228,,,,202.71882442839228,202.71882442839228,203.04782013281357,203.04782013281357
demo,0,42,1000,202.83555600381447,202.83555600381447,202.83555600381447,202.98589213285473,202.98589213285473,202.98589213285473,203.10665695320054,,,,203.10665695320054,203.10665695320054,203.17882395715012,203.17882395715012
demo,0,42,1001,202.93509738691,202.93509738691,202.93509738691,203.20265980243934,203.20265980243934,203.20265980243934,203.32635744272028,,,,203.32635744272028,203.32635744272028,203.50106676931094,203.50106676931094
demo,0,42,1002,203.24606716891316,203.24606716891316,203.24606716891316,203.4286628998575,203.4286628998575,203.4286628998575,203.74312113449665,,,,203.74312113449665,203.74312113449665,203.892115678266,203.892115678266
demo,0,42,1003,203.28352632119825,203.28352632119825,203.28352632119825,203.30056021427254,203.30056021427254,203.30056021427254,203.32228498347,,,,203.32228498347,203.32228498347,203.58784444623817,203.58784444623817
demo,0,42,1004,203.46901699752954,203.46901699752954,203.46901699752954,203.53304041525337,203.53304041525337,203.53304041525337,203.63973712789783,,,,203.63973712789783,203.63973712789783,203.72043886178085,203.72043886178085
demo,0,42,1005,203.62119326612384,203.62119326612384,203.62119326612384,203.72043830510884,203.72043830510884,203.72043830510884,203.80375792264007,,,,203.80375792264007,203.80375792264007,203.8990172186025,203.8990172186025
demo,0,42,1006,203.81517104371045,203.81517104371045,203.81517104371045,203.91347336577505,203.91347336577505,203.91347336577505,203.9673512655007,,,,203.9673512655007,203.9673512655007,203.98086718736215,203.98086718736215
demo,0,42,1007,204.12477072880807,204.12477072880807,204.12477072880807,204.23149048226173,204.23149048226173,204.23149048226173,204.3648422909131,,,,204.3648422909131,204.3648422909131,204.46844007185032,204.46844007185032
demo,0,42,1008,204.65910452539805,204.65910452539805,204.65910452539805,204.87486718095545,204.87486718095545,204.87486718095545,205.01122759598098,205.01122759598098,205.01122759598098,205.18107286542806,205.18107286542806,205.18107286542806,205.2080057836221,205.2080057836221
demo,0,42,1009,204.8210801449217,204.8210801449217,204.8210801449217,205.2111951700973,205.2111951700973,205.2111951700973,205.25474345894267,,,,205.25474345894267,205.35382903285463,205.49459788051308,205.49459788051308
demo,0,42,1010,204.85983933273988,204.85983933273988,204.85983933273988,204.87422986853102,204.87422986853102,204.87422986853102,205.21070334437135,,,,205.21070334437135,205.29038376635003,205.35382903285463,205.35382903285463
demo,0,42,1011,204.87426910949506,204.87426910949506,204.87426910949506,204.93380422344487,204.93380422344487,204.93380422344487,205.1496630962804,,,,205.1496630962804,205.1496630962804,205.5389442651503,205.5389442651503
demo,0,42,1012,205.16937588385719,205.16937588385719,205.16937588385719,205.1693989285382,205.1693989285382,205.1693989285382,205.20113368990252,,,,205.20113368990252,205.2080057836221,205.29038376635003,205.29038376635003
demo,0,42,1013,205.3715691574791,205.3715691574791,205.3715691574791,205.4169687015075,205.4169687015075,205.4169687015075,205.99108240114325,205.99108240114325,205.99108240114325,206.02592256492687,206.02592256492687,206.02592256492687,206.10272301783885,206.10272301783885
demo,0,42,1014,205.86040871691083,205.86040871691083,205.86040871691083,206.36667793328348,206.36667793328348,206.36667793328348,206.6089592615202,,,,206.6089592615202,206.6089592615202,206.689053137943,206.689053137943
demo,0,42,1015,205.9744980244524,205.9744980244524,205.9744980244524,205.98618901370614,205.98618901370614,205.98618901370614,205.9878194923154,,,,205.9878194923154,205.9878194923154,206.07412714261451,206.07412714261451
demo,0,42,1016,206.0588976175269,206.0588976175269,206.0588976175269,206.06572144641862,206.06572144641862,206.06572144641862,206.3087646843623,,,,206.3087646843623,206.3087646843623,206.35346380942352,206.35346380942352
demo,0,42,1017,206.21810427470356,206.21810427470356,206.21810427470356,206.2737427164336,206.2737427164336,206.2737427164336,206.66875590770533,206.66875590770533,206.66875590770533,206.71730338621285,206.71730338621285,206.71730338621285,207.14786752074414,207.14786752074414
demo,0,42,1018,206.5619026983921,206.5619026983921,206.5619026983921,206.60976673708697,206.60976673708697,206.60976673708697,206.76731053040183,206.76731053040183,206.76731053040183,207.3647139844297,207.3647139844297,207.3647139844297,207.39774796245433,207.39774796245433
demo,0,42,1019,206.662166332252,206.662166332252,206.662166332252,206.74268034708663,206.74268034708663,206.74268034708663,207.10915000368243,207.10915000368243,207.10915000368243,207.21194010501353,207.21194010501353,207.21194010501353,207.30154124460077,207.30154124460077
demo,0,42,1020,206.87939691445513,206.87939691445513,206.87939691445513,206.8974207645391,206.8974207645391,206.8974207645391,206.91231073914318,206.91231073914318,206.91231073914318,207.04008675149845,207.04008675149845,207.04008675149845,207.15123632049952,207.15123632049952
demo,0,42,1021,207.10116949302014,207.10116949302014,207.10116949302014,207.67956633307983,207.67956633307983,207.67956633307983,208.44504250621537,208.44504250621537,208.44504250621537,208.48713279788873,208.48713279788873,208.48713279788873,208.73837533034376,208.73837533034376
demo,0,42,1022,207.21597054789615,207.21597054789615,207.21597054789615,207.41041529574662,207.41041529574662,207.41041529574662,207.5710300412988,,,,207.5710300412988,207.5710300412988,207.88370277328718,207.88370277328718
demo,0,42,1023,207.33774228929684,207.33774228929684,207.33774228929684,207.40706861851967,207.40706861851967,207.40706861851967,207.54949992812115,207.54949992812115,207.54949992812115,207.64227890172546,207.64227890172546,207.72030977140625,207.92370674491565,207.92370674491565
demo,0,42,1024,207.52322754617376,207.52322754617376,207.52322754617376,207.5781002214353,207.5781002214353,207.5781002214353,207.63213414233437,,,,207.63213414233437,207.63213414233437,207.72030977140625,207.72030977140625
demo,0,42,1025,207.64281158967648,207.64281158967648,207.64281158967648,207.6999662777374,207.6999662777374,207.6999662777374,207.86790147681222,,,,207.86790147681222,207.88370277328718,208.13520338806853,208.13520338806853
demo,0,42,1026,207.80081646173028,207.80081646173028,207.80081646173028,207.88292630202463,207.88292630202463,207.88292630202463,208.7058567075683,,,,208.7058567075683,208.7058567075683,208.92645037808012,208.92645037808012
demo,0,42,1027,207.8248355864191,207.8248355864191,207.8248355864191,207.84399222924714,207.84399222924714,207.84399222924714,208.10681910793588,208.10681910793588,208.10681910793588,208.17077056912305,208.17077056912305,208.17077056912305,208.39636720383177,208.39636720383177
demo,0,42,1028,208.05939325634287,208.05939325634287,208.05939325634287,208.0695763234381,208.0695763234381,208.0695763234381,208.51087768927655,,,,208.51087768927655,208.51087768927655,208.6306776276011,208.6306776276011
