workload,rep,seed,node_name,servers,mu,lambda_effective,mean_waiting_time,mean_service_time,mean_response_time,avg_queue_length_timeavg,avg_in_service_timeavg,utilization,num_completed_jobs
demo,0,42,registration,3,8.0,,0.0011797755953951428,0.12402524720276135,0.12520514014205897,0.007371291136468012,0.3527107418036689,0.11757024726788963,11037
demo,0,42,doctor,5,5.0,,0.00015987542431809726,0.20008655991365576,0.20024645124122903,0.0010199498275142425,0.6983247810377413,0.13966495620754826,11036
demo,0,42,lab,4,10.0,,0.0,0.10427759858133699,0.10427759858133699,0.0,0.01614196708157059,0.004035491770392648,2169
demo,0,42,pharmacy,2,6.0,,0.03520341927550822,0.16703759455673362,0.20224451631152504,0.1950492366803097,0.5207505273130002,0.2603752636565001,11034
