workload,rep,seed,node_name,servers,mu,lambda_effective,mean_waiting_time,mean_service_time,mean_response_time,avg_queue_length_timeavg,avg_in_service_timeavg,utilization,num_completed_jobs
demo,1,43,registration,3,8.0,,0.0017628467884757259,0.12422989626515836,0.1259927430536341,0.009480447169181408,0.3472017772016734,0.11573392573389113,10979
demo,1,43,doctor,5,5.0,,0.0001551805658051933,0.19862671839899598,0.19878189896480117,0.0009074717328394622,0.6864920877569943,0.13729841755139888,10979
demo,1,43,lab,4,10.0,,0.0,0.10025571133178895,0.10025571133178895,0.0,0.015057712997078908,0.003764428249269727,2164
demo,1,43,pharmacy,2,6.0,,0.03621421007476693,0.16810850167588526,0.2043227117506522,0.1928767156916469,0.5245536141918561,0.26227680709592804,10979
